department,region,education,gender,recruitment_channel,no_of_trainings,age,KPIs_met >60%,awards_won?,avg_training_score
2,29,2,1,1,1,37,0,0,56
5,15,2,1,3,2,25,0,0,87
1,5,1,1,3,1,46,0,0,53
1,30,2,1,1,1,24,0,0,50
2,4,1,1,3,1,35,1,0,58
2,28,2,0,3,1,28,0,0,65
7,22,1,1,3,1,38,0,0,48
1,34,2,1,3,1,33,1,0,47
3,17,1,0,1,1,36,0,0,67
2,22,2,1,1,1,23,0,0,61
2,5,2,1,3,1,31,0,0,55
3,2,1,1,1,4,43,0,0,67
1,2,1,0,3,2,37,0,0,52
8,22,2,1,1,1,35,0,0,61
1,13,1,1,1,1,38,0,0,44
1,13,1,1,3,3,36,0,0,44
6,30,2,1,3,1,28,0,0,61
1,25,2,1,3,1,33,1,0,45
5,22,1,1,1,1,36,0,0,82
2,15,1,1,1,1,54,1,0,58
1,1,2,1,3,1,29,0,0,54
4,2,1,0,3,2,33,1,0,85
1,25,1,1,3,2,38,1,0,50
8,34,2,1,1,1,31,0,0,63
1,7,1,0,3,1,34,0,0,47
5,22,1,1,1,2,37,1,0,83
4,2,2,0,3,1,26,0,0,77
4,2,2,1,1,1,34,0,0,78
2,15,1,0,3,1,38,0,0,56
3,2,2,0,3,1,31,1,0,70
1,22,2,1,1,2,23,0,0,50
3,8,2,0,3,1,33,0,0,65
1,25,2,1,1,1,38,0,0,49
4,15,1,1,3,1,39,1,0,72
5,15,2,1,3,2,29,0,0,84
1,5,1,0,1,1,35,0,0,50
1,13,2,1,3,1,45,0,0,49
6,7,1,1,1,1,35,0,0,56
1,2,1,1,1,1,34,1,0,50
6,2,2,1,3,1,27,1,0,61
1,2,2,1,1,4,42,0,0,47
5,17,2,1,3,3,29,1,0,81
4,7,2,1,1,1,24,0,0,82
4,2,1,0,1,1,59,0,0,77
1,28,2,1,3,1,28,0,0,49
7,2,1,1,2,1,36,0,0,49
3,5,1,1,1,1,49,0,0,72
7,2,1,1,1,1,35,0,0,46
1,2,2,1,1,1,39,0,0,52
4,7,1,0,3,1,34,0,0,74
8,22,2,0,3,1,31,0,0,60
2,22,2,1,1,2,26,1,0,58
2,22,2,0,3,1,28,1,0,61
1,22,2,1,2,1,27,1,0,48
1,23,2,1,1,1,42,0,0,49
5,26,2,0,3,1,28,1,0,87
1,13,1,0,3,1,34,0,0,52
4,2,2,1,3,1,35,0,0,85
4,7,2,0,1,1,26,0,0,82
1,28,2,1,1,2,30,1,0,46
4,26,3,1,3,1,24,0,0,77
5,25,2,1,3,1,36,0,0,87
4,5,2,0,3,1,25,0,0,79
4,7,2,1,1,1,47,0,0,82
6,13,2,0,3,1,27,0,0,58
2,2,1,1,3,1,46,0,0,61
3,7,2,1,1,1,36,1,0,71
5,17,2,1,1,1,29,0,0,86
2,2,2,0,3,1,46,0,0,61
4,29,2,1,3,1,26,0,0,81
1,4,1,1,1,1,34,1,0,52
7,2,1,1,3,2,46,0,0,46
1,22,2,1,3,1,32,1,0,51
1,20,1,1,3,1,39,0,0,51
2,22,2,1,3,1,55,0,0,55
5,31,1,1,1,1,36,0,0,88
1,1,2,1,3,1,29,0,0,51
1,2,2,1,1,1,39,1,0,45
2,2,1,1,3,1,32,0,0,62
7,28,2,1,1,1,34,0,0,51
3,29,2,1,3,1,34,0,0,67
1,2,2,1,3,1,51,0,0,40
6,2,2,1,3,1,57,0,0,60
1,2,1,1,1,1,39,1,1,44
2,2,2,1,1,1,40,0,0,56
1,2,2,1,3,2,35,0,0,47
8,2,2,1,1,2,45,1,0,61
3,15,1,1,3,1,43,1,0,70
2,7,2,1,1,1,36,0,0,59
2,4,2,1,1,1,26,1,0,56
1,24,2,0,3,2,27,0,0,50
3,26,2,1,3,1,28,0,0,72
5,7,2,1,3,1,35,0,0,88
6,2,1,1,1,1,44,0,0,61
5,20,2,1,3,1,28,0,0,85
4,30,2,0,1,1,26,0,0,79
1,23,1,0,3,1,36,1,0,49
2,2,2,0,1,2,41,1,0,61
5,9,2,1,3,2,28,0,0,84
1,16,2,0,3,1,35,0,0,46
4,2,1,1,3,1,47,0,0,78
3,8,2,0,3,1,31,0,0,68
2,7,2,1,1,1,44,1,0,63
3,4,2,1,3,1,42,0,0,68
2,7,2,1,3,2,31,1,0,60
4,22,2,1,3,1,32,0,0,78
2,22,2,1,1,1,45,1,0,60
5,29,2,0,3,1,28,0,0,87
2,2,2,0,1,1,27,0,0,61
2,2,2,0,3,1,54,1,0,58
3,17,1,0,1,2,37,1,0,71
1,2,1,1,3,1,53,1,0,49
8,22,2,1,3,1,25,0,0,62
1,10,1,0,1,1,36,0,0,52
3,31,2,0,3,1,29,1,0,66
2,7,2,0,1,1,44,0,0,60
7,22,2,1,1,1,31,0,0,50
4,5,2,0,1,1,25,0,0,79
1,1,2,1,1,1,29,0,0,47
3,20,1,1,3,1,35,0,0,70
2,22,1,1,3,1,32,0,0,63
4,11,1,1,3,1,43,1,0,82
6,2,2,0,3,1,27,1,0,56
6,22,2,1,3,1,26,1,0,56
5,11,2,1,3,2,45,0,0,79
3,4,1,0,3,1,33,0,0,66
1,27,1,1,1,1,32,0,0,46
1,32,2,1,3,2,29,0,0,50
3,31,2,1,1,2,26,0,0,71
3,10,2,0,1,2,31,0,0,70
1,2,1,1,1,1,33,1,0,46
1,7,1,1,1,1,44,0,0,47
1,9,1,1,3,1,32,0,0,51
2,16,1,1,3,1,36,1,0,57
5,22,1,1,1,1,42,0,0,87
5,13,2,1,3,4,30,0,0,81
1,30,2,0,3,1,32,0,0,45
7,2,1,1,1,1,48,0,0,50
4,14,2,0,3,1,53,0,0,82
1,17,2,1,1,1,31,0,0,52
4,17,2,1,3,1,33,1,0,75
3,12,2,1,1,1,29,0,0,69
1,22,1,1,3,1,28,0,0,47
1,2,2,1,1,1,56,0,0,49
4,8,2,0,3,1,27,0,0,77
7,31,2,1,3,1,39,0,0,54
2,31,2,0,3,1,27,1,0,59
2,29,1,1,3,1,35,1,0,61
4,6,2,0,3,2,33,0,1,79
1,22,2,1,1,1,34,0,0,53
2,11,1,1,3,1,45,1,0,60
1,10,1,1,3,2,33,0,0,49
5,22,2,1,3,1,44,1,0,78
1,26,2,1,1,1,52,0,0,46
2,27,1,1,3,1,33,0,0,60
3,2,1,1,1,1,45,1,0,63
1,21,2,1,1,1,38,0,0,53
5,4,2,1,3,1,47,1,0,81
5,22,2,0,1,2,28,1,0,88
7,2,2,1,3,1,60,0,0,48
1,20,1,1,1,1,38,0,0,48
4,26,1,0,3,1,40,0,0,82
1,15,2,1,1,1,32,0,0,52
1,13,2,0,3,1,31,0,0,52
5,23,1,1,3,1,38,0,0,88
1,31,2,1,3,1,33,1,1,49
9,2,1,1,3,1,36,1,0,81
1,31,2,0,3,1,30,0,0,51
9,2,2,1,3,1,35,0,0,89
1,11,2,1,3,1,44,1,0,49
3,17,2,0,1,1,30,0,0,71
3,2,2,0,3,1,25,1,0,65
2,7,2,1,1,2,33,0,0,57
1,10,1,1,3,1,42,1,0,47
2,26,2,1,3,1,28,0,0,57
1,2,2,1,1,2,42,0,0,52
1,10,1,1,3,1,29,1,0,48
7,7,1,1,3,1,39,0,0,45
3,17,1,0,3,1,44,0,0,71
4,2,1,0,1,1,50,0,0,75
5,2,2,1,1,1,48,0,0,83
1,2,2,1,1,1,32,1,0,48
2,32,2,0,1,2,34,1,0,57
2,2,1,0,1,1,35,0,0,58
3,26,2,1,1,2,28,0,0,71
7,31,2,1,3,1,32,0,0,46
8,22,2,1,3,1,32,0,0,58
6,7,2,0,1,1,31,1,0,60
7,28,2,1,1,1,30,0,0,52
5,25,2,1,3,1,27,1,0,83
4,7,2,0,3,2,30,0,0,74
1,7,1,0,1,1,44,0,0,51
5,31,1,1,3,1,33,0,0,85
9,22,2,1,3,1,29,0,0,89
2,2,2,0,3,1,54,0,0,60
1,31,2,1,3,1,36,0,0,48
6,31,2,1,1,3,26,1,0,54
3,16,2,1,3,1,26,0,0,67
4,31,2,1,3,1,32,0,0,81
1,2,2,0,3,1,49,0,0,50
1,2,2,0,3,1,20,1,0,53
1,2,1,1,3,2,41,1,0,48
4,26,2,0,1,1,31,0,0,78
1,16,1,0,1,1,36,1,0,46
4,23,2,1,1,1,30,0,0,77
6,2,1,0,1,1,42,0,0,60
2,2,2,0,3,2,30,0,0,57
9,26,1,1,3,4,29,0,0,87
2,2,1,1,3,2,55,1,0,54
1,8,2,1,3,1,26,0,0,49
3,2,2,1,1,1,27,1,0,67
1,22,1,1,3,1,48,0,0,52
5,20,2,0,1,1,28,0,0,83
6,22,2,1,3,2,24,0,0,55
4,5,2,0,1,1,24,0,0,78
2,4,2,1,3,1,32,0,0,58
3,17,1,0,3,1,49,1,0,69
5,6,2,1,3,1,30,1,0,85
1,3,2,1,1,1,33,0,0,50
2,32,1,1,3,1,38,0,0,61
5,32,2,1,1,1,28,0,0,85
8,11,2,1,1,1,30,0,0,59
2,19,2,0,3,2,35,1,0,63
4,11,2,1,1,1,30,0,0,78
1,7,2,1,3,1,36,0,0,56
2,2,2,0,1,1,34,0,0,55
2,7,1,1,3,1,40,1,0,53
3,31,1,1,1,1,34,1,0,68
6,22,2,0,3,1,27,1,0,56
4,8,1,1,3,1,35,1,0,80
6,7,2,0,1,1,28,1,0,62
7,8,1,0,3,1,36,1,0,51
5,28,1,1,3,1,32,0,0,84
1,2,2,1,3,2,36,0,0,50
4,10,2,0,3,1,29,0,0,82
3,10,1,1,1,1,29,1,0,68
8,2,1,1,1,1,43,1,0,63
5,15,1,1,3,1,34,0,0,86
3,23,2,0,1,1,33,1,0,69
2,2,2,0,3,1,52,0,0,60
2,22,1,1,1,1,47,1,0,60
3,30,1,0,3,1,35,1,0,65
1,2,2,1,1,1,50,0,0,54
2,7,2,0,1,1,31,1,0,57
1,15,2,1,3,2,35,0,0,39
2,2,2,1,1,1,27,0,0,59
4,16,2,0,1,1,28,1,0,83
2,22,1,1,3,1,55,1,0,59
5,14,2,1,3,2,39,0,0,82
3,4,1,0,3,3,34,1,0,67
2,31,2,0,3,1,33,0,0,55
7,2,2,1,1,1,41,0,0,47
1,4,2,1,1,1,28,0,0,45
6,2,2,1,1,1,41,0,0,65
3,2,2,1,2,1,32,1,0,65
8,4,2,1,1,2,29,1,0,62
3,23,1,1,1,1,39,1,0,72
4,4,2,1,1,1,40,1,0,82
8,7,2,1,3,1,35,0,0,61
2,2,2,1,3,1,41,0,0,57
2,26,2,0,3,1,33,0,0,62
2,7,2,1,3,1,36,1,0,62
2,22,2,1,1,1,31,1,0,56
2,20,2,1,1,1,38,1,0,63
2,34,1,1,3,1,33,0,0,59
2,22,1,1,1,2,39,1,0,63
1,28,2,0,3,1,33,0,0,51
4,2,1,1,3,1,59,0,0,79
1,6,2,1,1,1,29,0,0,50
1,2,2,1,1,1,47,0,0,54
6,2,2,1,3,1,29,0,0,63
2,29,2,1,1,2,33,1,0,57
2,22,1,0,1,1,34,1,0,57
2,8,1,1,3,1,27,0,0,55
1,2,2,1,3,2,28,0,0,53
1,22,2,1,3,1,30,1,0,50
3,2,1,0,1,1,41,1,0,67
1,14,2,1,1,1,30,0,0,52
2,7,2,1,1,1,39,1,0,58
4,7,2,1,1,1,40,0,0,82
3,2,2,0,1,2,29,1,0,69
1,26,2,1,1,1,44,0,0,51
3,2,2,0,1,1,30,1,0,71
1,16,2,0,1,1,33,0,0,48
3,30,2,1,1,1,26,0,0,68
2,31,1,1,1,1,40,1,0,57
1,25,2,1,3,1,31,0,0,45
1,26,2,0,1,1,26,0,0,47
4,2,2,1,2,1,28,0,0,82
7,23,2,1,3,1,32,0,0,49
1,2,1,0,3,1,32,0,0,49
5,7,2,1,3,1,26,0,0,86
3,24,1,0,3,1,31,0,0,72
2,16,2,0,1,1,33,1,0,56
6,31,2,1,3,1,27,0,0,58
2,22,2,1,3,1,37,0,0,58
4,7,2,0,3,1,31,0,0,85
3,17,2,0,1,1,45,0,0,73
4,22,2,0,2,2,26,0,0,77
2,22,1,0,1,2,36,0,0,62
1,22,2,1,3,1,31,0,0,48
1,2,2,1,1,1,31,1,0,48
2,2,2,1,3,1,46,0,0,66
4,5,2,0,3,1,26,1,0,82
4,16,2,1,1,1,23,1,1,80
1,2,2,1,3,1,46,0,0,50
2,22,2,1,1,1,33,1,0,58
1,15,2,1,1,1,39,0,0,50
2,2,2,1,3,1,59,1,0,61
1,25,2,1,3,1,25,0,0,50
2,7,2,1,3,1,40,0,0,61
2,22,2,0,1,1,27,0,0,63
1,16,2,1,3,2,36,0,0,54
1,13,2,1,3,1,24,0,0,52
2,7,3,1,1,1,23,0,0,59
1,15,2,1,1,1,30,1,1,50
4,7,2,1,3,1,46,0,0,76
1,2,1,1,3,1,31,0,0,49
4,2,1,1,3,1,57,0,0,79
5,32,2,1,1,1,35,1,0,89
9,2,1,1,3,1,44,0,0,85
1,1,1,1,1,1,29,0,0,56
2,26,2,0,3,1,39,1,0,62
1,26,2,0,3,1,26,1,0,46
7,2,2,1,3,1,51,0,0,48
5,31,2,1,3,1,29,1,0,84
1,31,2,0,3,2,25,0,0,53
2,22,2,0,3,1,31,0,0,55
2,22,2,1,1,1,57,1,0,54
3,2,2,1,3,2,32,0,0,68
4,27,2,0,3,1,32,0,0,79
2,2,1,0,1,1,42,1,0,58
2,19,2,0,3,1,36,1,0,58
5,22,2,1,3,1,29,1,0,85
1,15,1,1,1,1,35,0,0,53
7,22,2,0,3,1,30,0,0,50
7,2,2,1,3,1,41,0,0,50
3,1,2,0,3,1,27,0,0,66
1,31,2,1,1,1,36,0,0,47
7,7,1,0,1,1,36,1,0,51
1,22,2,1,3,1,22,0,0,52
6,2,2,1,1,1,30,1,0,57
1,9,2,1,3,1,31,0,0,51
2,2,2,1,1,1,51,0,0,60
5,2,2,1,3,1,27,1,0,84
3,2,2,0,1,1,42,0,0,70
3,17,2,0,1,1,50,1,0,74
9,22,2,1,1,1,28,0,0,85
9,15,1,1,1,2,29,0,0,83
5,12,2,1,3,1,31,1,1,90
7,2,2,0,1,1,27,0,0,52
1,7,1,1,3,1,46,0,0,53
1,11,2,1,1,1,29,0,0,44
3,10,1,0,3,1,35,1,0,71
1,26,2,1,3,1,37,0,0,53
2,31,1,1,3,1,55,0,0,59
5,20,2,1,3,1,27,1,0,84
1,13,1,1,1,1,33,1,0,51
4,2,2,1,3,1,26,0,0,77
2,15,2,1,3,1,45,0,0,60
8,25,2,1,3,1,29,0,0,62
1,27,2,1,1,1,28,0,0,47
6,7,1,1,3,1,38,1,0,54
1,2,2,1,3,3,40,0,0,44
4,4,1,1,3,1,54,0,0,79
2,22,2,0,1,1,25,1,0,63
5,11,2,1,1,1,28,0,0,85
2,31,1,0,3,1,36,0,0,63
1,15,2,1,1,1,40,0,0,45
4,4,1,1,3,1,33,0,0,82
4,2,1,0,1,1,59,1,0,77
1,15,1,1,1,1,46,0,0,45
3,31,2,0,3,1,33,0,0,69
6,15,2,1,1,1,32,0,0,60
5,7,2,1,3,1,31,0,0,84
1,7,2,1,1,2,29,0,0,50
4,2,2,1,1,1,33,1,0,76
2,11,2,1,1,1,38,0,0,54
3,22,2,1,1,1,26,1,0,65
3,13,2,1,3,1,36,1,0,73
3,2,2,1,3,2,30,0,0,70
1,13,2,1,3,1,35,0,0,50
2,7,1,1,1,2,48,1,0,59
2,15,2,0,1,1,32,0,0,56
2,31,2,0,1,2,39,1,0,62
3,27,2,1,1,3,31,0,0,69
6,11,2,1,1,1,34,0,0,60
5,2,2,1,3,1,25,1,0,86
3,10,1,1,1,1,39,0,0,69
1,15,1,1,3,3,38,0,0,52
2,16,2,0,3,1,26,0,0,57
1,15,1,1,1,3,38,0,0,46
2,15,2,1,1,1,45,0,0,61
1,19,2,1,3,1,34,1,0,48
5,28,2,1,1,2,26,1,0,89
2,2,2,0,3,1,29,0,0,60
4,6,2,0,3,1,29,1,0,78
2,7,2,1,3,2,31,1,0,59
5,19,2,1,1,1,37,0,0,88
1,16,2,1,1,1,30,0,0,47
1,15,2,1,1,1,44,0,0,46
1,7,2,1,3,1,54,0,0,52
4,7,1,0,1,1,51,1,0,79
2,12,1,1,3,1,40,0,0,60
4,15,2,1,3,1,35,0,0,76
2,2,2,0,1,1,58,0,0,63
3,13,2,1,3,1,32,0,0,71
1,14,2,1,3,1,39,0,0,50
2,2,2,1,3,2,43,1,0,60
4,23,2,1,1,1,37,1,0,78
6,27,2,0,3,1,32,1,0,60
1,20,1,1,3,1,47,0,0,46
1,12,2,1,3,1,34,0,0,51
5,29,2,1,3,1,37,1,0,82
1,22,2,1,3,2,32,0,0,51
5,13,1,1,1,1,34,0,0,87
2,2,2,0,1,1,49,0,0,63
1,1,2,1,1,2,28,0,0,52
4,2,2,0,3,2,32,0,0,82
4,33,2,1,1,1,34,0,0,76
3,20,1,1,3,1,38,1,0,70
1,2,1,1,3,1,47,0,0,49
3,25,1,0,1,3,36,0,0,63
3,16,2,1,1,1,32,0,0,74
2,7,2,1,3,2,36,0,0,60
3,2,2,0,3,2,29,0,0,75
4,13,1,1,3,1,39,0,0,81
4,10,1,0,3,1,32,1,0,79
1,7,2,1,1,1,29,0,0,53
1,6,2,0,3,1,25,1,0,49
2,22,1,1,3,1,42,0,0,60
5,7,1,1,1,2,34,1,0,85
3,20,1,0,1,1,32,1,0,67
3,2,1,1,1,1,40,0,0,69
5,2,2,0,1,1,31,0,0,87
2,13,2,0,1,1,32,0,0,61
7,15,2,1,3,1,36,1,0,49
8,2,2,1,3,1,32,1,0,60
7,7,2,0,3,1,29,1,0,55
3,10,2,0,3,1,34,0,0,70
2,16,1,1,1,1,44,0,0,63
3,26,1,1,1,1,55,0,0,69
2,22,2,0,3,1,34,0,0,60
7,2,1,1,3,1,53,0,0,52
4,27,2,1,3,4,27,1,0,80
1,7,2,1,1,1,25,1,0,49
3,16,1,1,3,1,36,0,0,67
1,26,2,1,3,1,42,0,0,52
1,26,2,1,3,3,33,0,0,52
1,2,1,1,1,2,39,0,0,51
1,2,2,1,3,1,34,0,0,44
1,1,2,1,1,2,36,0,0,50
2,5,2,0,3,1,38,1,0,60
3,13,2,0,3,1,35,1,0,65
4,2,1,1,3,1,50,1,0,81
1,34,2,1,1,3,28,0,0,46
2,7,1,1,3,1,40,0,0,59
6,2,3,1,3,2,22,0,0,62
7,22,1,1,3,1,42,0,0,46
3,15,2,0,1,1,53,1,0,71
5,22,2,0,3,1,29,1,0,82
1,7,1,1,1,1,25,0,0,50
7,2,2,1,1,1,31,0,0,51
1,11,1,1,3,1,46,0,0,47
1,11,2,1,3,1,35,0,0,47
5,9,2,1,1,1,33,0,0,83
2,15,2,1,3,2,28,0,0,65
3,2,1,1,1,1,49,1,0,72
2,2,2,0,1,1,39,1,0,60
1,16,2,1,1,1,27,0,0,47
7,4,1,1,3,1,34,0,0,50
1,2,2,1,1,2,26,0,0,55
8,7,2,1,1,1,32,1,0,62
6,2,1,0,3,1,43,0,0,63
2,32,2,1,1,2,37,0,0,62
1,1,2,1,1,1,30,0,0,47
2,14,2,1,3,1,25,0,0,62
2,11,2,1,3,1,35,0,0,59
3,14,2,1,1,2,31,0,0,65
1,16,2,1,3,1,53,0,0,52
6,30,2,1,3,1,26,0,0,59
5,31,2,1,3,1,30,0,0,83
5,29,2,1,1,1,27,0,0,81
5,2,2,1,3,1,27,0,0,83
5,22,2,1,1,2,27,1,0,82
7,3,1,1,3,1,32,0,0,47
2,22,2,0,3,1,29,1,0,55
4,2,2,0,3,1,34,0,0,79
4,2,1,0,3,1,58,0,0,80
2,2,2,0,3,1,38,0,0,58
4,7,3,0,3,1,25,0,0,79
1,30,1,1,1,1,48,0,0,48
4,22,2,0,3,1,31,0,0,71
4,2,2,1,3,1,38,1,0,77
1,2,1,1,3,2,33,0,0,51
2,22,2,1,3,1,50,0,0,61
3,16,2,0,3,1,29,0,0,68
1,13,2,1,3,1,37,1,0,49
1,2,2,1,3,5,25,0,0,44
4,14,1,0,3,1,39,0,0,78
2,27,2,1,3,2,27,0,0,65
5,21,2,1,1,1,28,0,0,82
3,11,2,1,1,1,30,0,0,72
3,22,2,1,1,2,46,0,0,66
1,7,2,1,1,1,31,0,0,48
2,2,2,1,2,2,37,0,0,64
1,19,2,1,3,2,28,0,0,48
1,23,1,1,3,1,34,0,0,50
2,27,2,1,1,1,44,0,0,58
2,22,1,1,2,1,36,1,0,58
6,26,2,1,1,1,27,1,0,58
3,2,1,1,3,1,34,1,0,74
1,7,1,1,3,1,41,0,0,50
1,16,2,1,3,1,45,0,0,49
1,7,1,1,1,1,34,0,0,47
4,23,2,0,3,1,32,0,0,84
4,23,2,0,3,2,29,0,0,81
3,33,2,1,3,1,33,1,1,67
5,2,2,0,3,1,29,0,0,86
1,2,1,1,1,3,43,0,0,48
1,15,1,1,3,1,34,0,0,48
4,13,1,1,3,1,50,0,0,86
1,15,2,1,3,1,26,0,0,50
5,22,2,1,3,1,26,1,0,87
2,22,2,1,3,1,56,0,0,60
6,31,2,1,1,1,28,1,0,61
2,21,2,1,3,1,32,0,0,60
1,22,2,1,1,2,29,0,0,49
1,13,2,1,1,1,51,0,0,53
4,2,1,0,3,1,59,0,0,79
1,14,2,1,3,1,30,1,0,49
2,11,1,0,3,2,42,0,0,58
3,2,1,1,3,1,50,1,0,68
3,23,1,1,1,2,40,1,0,67
4,2,1,0,1,1,38,0,0,78
4,13,2,1,3,1,30,1,0,79
2,7,2,0,3,1,30,0,0,57
2,7,2,0,1,1,40,0,0,62
3,2,1,0,2,1,36,1,0,69
2,31,2,0,1,1,31,1,0,60
1,4,2,1,3,1,32,1,0,45
8,22,2,1,1,1,28,1,0,61
3,10,1,0,1,1,45,0,0,66
1,7,2,1,3,1,28,0,0,48
1,13,2,1,3,1,40,0,0,52
3,26,2,1,3,2,30,0,0,72
6,2,2,1,3,2,34,1,0,59
5,15,2,1,1,2,34,1,0,85
2,27,1,1,3,1,35,0,0,57
5,2,1,1,3,1,54,1,0,87
5,20,2,1,3,1,29,1,0,81
1,34,2,1,1,1,32,0,0,47
1,13,2,1,3,2,24,0,0,57
3,13,2,0,1,3,27,0,0,68
1,7,2,1,1,1,36,0,0,48
6,8,2,1,3,1,30,1,0,61
1,2,2,1,3,2,50,0,0,53
6,7,1,0,3,2,36,1,0,60
1,13,2,0,1,1,37,0,0,52
2,22,2,0,3,1,32,0,0,60
6,22,2,1,3,1,31,1,0,59
5,24,2,1,1,1,29,0,0,81
2,3,2,1,3,1,29,0,0,59
2,10,2,1,3,1,29,0,0,59
1,15,2,1,3,1,27,1,0,47
2,22,2,1,1,3,26,0,0,60
5,22,2,1,3,1,37,0,0,85
3,13,2,1,1,1,35,1,0,70
7,32,2,0,3,1,33,0,0,46
5,32,2,1,1,1,33,0,0,83
1,4,1,1,1,1,44,1,0,49
4,2,1,1,1,1,58,0,0,82
1,7,2,1,3,1,34,0,0,51
6,22,3,1,3,1,23,0,0,58
2,22,2,1,1,1,25,1,0,60
2,15,2,1,3,1,34,0,0,67
4,13,2,0,3,1,33,0,0,82
5,31,2,1,3,1,30,1,0,82
8,22,3,1,3,1,24,0,0,63
7,2,2,1,1,1,26,1,0,49
3,13,2,0,3,1,31,0,0,69
2,12,2,0,3,1,33,1,0,64
1,16,2,1,3,1,25,0,0,50
3,27,2,0,1,1,39,0,0,66
5,22,2,0,3,1,29,0,0,82
1,2,2,1,1,1,57,1,0,50
2,22,1,0,1,1,36,1,0,59
2,27,2,0,1,1,28,0,0,62
9,7,1,1,1,1,36,0,0,82
3,2,2,0,3,1,55,1,0,68
2,2,2,0,1,2,35,1,0,61
4,2,2,0,2,1,38,0,0,82
3,2,2,0,3,1,52,1,0,67
7,2,1,0,1,1,51,0,0,51
2,2,2,0,3,1,29,1,0,55
7,13,2,0,3,1,26,0,0,46
7,29,1,1,1,1,34,0,0,45
9,27,1,1,3,1,28,0,0,80
2,16,2,1,3,1,37,1,0,59
1,2,2,1,3,1,31,0,0,48
1,5,1,1,3,1,36,0,0,47
2,2,1,0,1,1,37,1,0,60
1,7,1,0,1,1,45,0,0,50
1,2,2,1,3,1,46,0,0,49
5,34,2,1,3,1,35,1,0,84
8,2,2,0,1,1,39,0,0,64
2,2,1,0,3,2,39,0,0,59
4,31,2,1,1,1,25,1,0,84
2,2,2,0,3,1,45,1,0,59
4,23,1,0,3,1,32,0,0,82
1,16,2,1,1,1,31,0,0,49
5,7,1,1,3,2,37,0,0,85
1,19,2,1,3,2,35,0,0,54
5,23,2,1,1,1,33,0,0,82
5,2,2,1,1,1,38,0,0,84
6,2,3,0,1,1,23,0,0,62
2,26,1,0,1,1,35,0,0,58
4,14,2,1,3,1,29,0,0,78
4,23,1,1,3,1,39,0,0,79
4,23,2,1,1,1,30,0,0,85
1,2,2,0,3,1,47,0,0,44
2,11,1,0,1,1,46,1,0,62
1,6,2,0,1,1,25,0,0,48
5,11,2,1,3,1,28,1,0,85
6,2,2,1,3,1,40,0,0,64
2,27,2,0,3,1,26,0,0,58
1,7,2,1,3,1,31,0,0,52
5,7,2,1,3,1,39,1,0,83
2,29,2,1,1,1,33,0,0,61
3,2,1,1,3,1,58,0,0,67
4,23,1,1,1,1,36,0,0,79
1,22,2,1,3,1,30,0,0,51
1,13,2,0,1,1,26,0,0,47
4,27,2,0,1,1,31,1,0,78
2,2,1,1,3,3,60,1,0,62
1,2,1,1,3,1,36,1,0,52
3,28,1,1,3,3,30,0,0,71
1,22,2,1,3,1,27,1,0,49
5,15,2,1,1,1,38,1,0,84
5,31,2,1,3,1,38,0,0,85
1,29,2,1,1,1,26,0,0,48
4,31,2,0,1,1,26,1,0,84
1,22,2,1,1,1,29,0,0,49
3,26,2,0,3,1,36,0,0,70
5,31,2,1,3,2,34,0,0,81
1,7,1,1,3,1,21,0,0,49
9,2,2,1,3,2,39,0,0,87
2,15,2,1,3,1,46,0,0,59
2,27,2,1,3,1,38,0,0,59
8,2,2,1,3,1,28,0,0,64
1,28,2,1,3,1,35,1,0,50
4,33,2,0,3,1,32,0,0,74
2,28,1,1,1,1,37,0,0,58
7,15,2,1,3,1,38,0,0,46
2,2,2,1,1,1,58,0,0,61
6,16,2,1,3,1,31,0,0,62
1,13,2,1,3,1,47,0,0,47
4,25,1,1,1,1,34,1,0,79
5,22,2,1,2,3,27,0,0,86
1,13,2,1,1,1,34,1,0,49
4,8,2,0,3,1,25,1,0,79
2,13,2,1,3,1,39,1,0,58
2,22,2,1,1,1,43,0,0,64
1,15,1,1,3,1,34,0,0,48
1,2,2,1,2,3,31,1,0,48
2,29,2,0,1,1,32,1,0,61
4,26,2,1,3,1,39,0,0,81
3,23,1,1,3,1,33,0,0,65
3,24,2,1,3,1,34,1,0,66
1,13,1,0,3,1,37,1,1,51
1,13,2,1,3,1,44,0,0,54
3,13,2,0,1,1,31,1,0,72
1,2,2,1,3,1,38,1,0,49
3,31,2,1,3,1,28,1,0,71
3,2,1,1,1,2,50,1,0,69
1,2,1,0,1,1,43,1,0,44
1,15,2,1,3,2,30,1,0,47
4,20,2,1,1,1,26,1,0,80
1,7,1,1,1,2,39,0,0,53
5,9,1,1,3,1,30,0,0,85
1,23,1,1,1,1,39,0,0,52
4,2,2,1,3,1,30,1,0,79
4,7,2,0,3,1,50,0,0,80
7,2,2,1,3,1,46,1,0,47
2,4,2,0,3,1,34,0,0,60
6,27,2,0,3,2,29,1,0,55
1,8,2,1,1,2,29,0,0,44
2,15,1,1,1,1,46,0,0,59
1,28,2,0,3,1,27,0,0,54
1,2,2,0,3,1,33,0,0,50
4,28,1,1,1,1,38,0,0,77
1,31,2,1,3,1,26,0,0,48
2,13,2,0,3,1,29,0,0,61
5,31,2,1,3,1,27,0,0,82
1,21,2,1,3,1,37,0,0,47
1,29,2,1,1,1,33,0,0,54
4,7,3,1,1,1,24,0,0,78
